CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012182834,2499-15,STOLEN VEHICLE,10/18/2012 11:08:00 PM,10/18/2012 05:00:00 PM,5,"1800 S 1300 E
Salt lake City, Utah
(40.73126366600047, -111.85389288699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012134908,2499-14,STOLEN VEHICLE,08/04/2012 01:25:00 PM,08/04/2012 01:25:00 PM,7,"00 N C ST
Salt lake City, Utah
(40.77563675100049, -111.88054795499971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201278493,2499-13,STOLEN VEHICLE,05/11/2012 04:42:00 AM,05/10/2012 09:30:00 PM,5,"1100 N 1300 W
Salt lake City, Utah
(40.79290384300049, -111.92883834099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012132038,2499-13,STOLEN VEHICLE,07/31/2012 06:57:00 AM,07/30/2012 05:00:00 PM,2,"2000 S 200 E
Salt lake City, Utah
(40.72660631000048, -111.82847675699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201297959,2499-13,STOLEN VEHICLE,06/10/2012 09:38:00 PM,06/10/2012 03:00:00 PM,1,"1100 S STATE ST
Salt lake City, Utah
(40.74506218100049, -111.88826244299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201238431,2499-13,STOLEN VEHICLE,03/07/2012 12:08:00 PM,02/13/2012 11:45:00 AM,2,"600 N 3800 W
Salt lake City, Utah
(40.78230238100048, -111.98006285199972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201246398,2499-14,STOLEN VEHICLE,03/20/2012 02:23:00 PM,03/20/2012 02:23:00 PM,3,"700 N RIVERSIDE DR
Salt lake City, Utah
(40.784529792000455, -111.93664074799972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012128253,2404-0,STOLEN VEHICLE,07/25/2012 01:21:00 PM,07/25/2012 01:21:00 PM,4,"1300 S EARL DR
Salt lake City, Utah
(40.741722849000496, -111.95114695899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012221253,2499-14,STOLEN VEHICLE,12/30/2012 09:59:00 PM,12/30/2012 09:59:00 PM,1,"1700 W TRAFALGA WAY
Salt lake City, Utah
(40.79692027800047, -111.94114469199968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012130618,2499-13,STOLEN VEHICLE,07/28/2012 09:21:00 PM,07/28/2012 09:21:00 PM,7,"800 N DOROTHEA WAY
Salt lake City, Utah
(40.78671396100049, -111.94440660699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012193735,2499-14,STOLEN VEHICLE,11/07/2012 07:56:00 AM,11/07/2012 07:56:00 AM,4,"2700 S HIGHLAND DR
Salt lake City, Utah
(40.71260843500045, -111.8553884969997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012189063,2499-14,STOLEN VEHICLE,10/30/2012 07:54:00 AM,10/30/2012 07:54:00 AM,3,"1200 W 500 S
Salt lake City, Utah
(40.758488129000455, -111.92568251399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012204779,2499-13,STOLEN VEHICLE,11/28/2012 09:29:00 AM,11/28/2012 09:29:00 AM,4,"900 S DONNER WAY
Salt lake City, Utah
(40.74967336900045, -111.8042683599997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012207694,2499-13,STOLEN VEHICLE,12/04/2012 07:58:00 PM,11/24/2012 04:00:00 PM,7,"600 S UNIVERSITY AVE
Salt lake City, Utah
(40.75622351900046, -111.85253433599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124532,2499-17,STOLEN VEHICLE,07/20/2012 07:52:00 AM,07/20/2012 07:52:00 AM,6,"1300 W VAN BUREN AVE
Salt lake City, Utah
(40.73596076500047, -111.92953866699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012156113,2499-14,STOLEN VEHICLE,09/05/2012 04:27:00 PM,09/05/2012 02:11:00 PM,4,"800 S 200 E
Salt lake City, Utah
(40.75188346100049, -111.88541442599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012152894,2499-14,STOLEN VEHICLE,08/31/2012 03:19:00 PM,08/31/2012 03:19:00 PM,6,"1100 W ONTARIO DR
Salt lake City, Utah
(40.74211903000048, -111.92275764899966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012207206,2499-13,STOLEN VEHICLE,12/02/2012 01:22:00 PM,11/30/2012 07:00:00 PM,6,"900 N REDWOOD RD
Salt lake City, Utah
(40.78910901900048, -111.93925431499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012136644,2499-14,STOLEN VEHICLE,08/07/2012 11:13:00 AM,08/07/2012 11:13:00 AM,3,"4TH AVE / F ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012178108,2499-13,STOLEN VEHICLE,10/11/2012 03:37:00 AM,10/11/2012 03:37:00 AM,5,"00 S RIO GRANDE ST
Salt lake City, Utah
(40.76451600700045, -111.90408205999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182974,2499-13,STOLEN VEHICLE,10/19/2012 10:03:00 AM,10/19/2012 10:03:00 AM,6,"1200 S UTAH ST
Salt lake City, Utah
(40.74221730200048, -111.93733885999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012149849,2499-14,STOLEN VEHICLE,08/26/2012 10:46:00 PM,08/26/2012 10:46:00 PM,1,"1600 W SNOW QUEEN PL
Salt lake City, Utah
(40.73387940800046, -111.9352435779997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012112196,2499-13,STOLEN VEHICLE,07/02/2012 08:52:00 AM,07/02/2012 08:52:00 AM,2,"500 N G ST
Salt lake City, Utah
(40.78084374000048, -111.87451181799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201219665,2499-14,STOLEN VEHICLE,02/03/2012 10:28:00 PM,02/03/2012 10:28:00 PM,6,"400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201258477,2499-17,STOLEN VEHICLE,04/09/2012 01:55:00 PM,04/09/2012 01:55:00 PM,2,"400 N REDWOOD RD
Salt lake City, Utah
(40.77823088400049, -111.93937004599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012218287,2499-17,STOLEN VEHICLE,12/24/2012 10:39:00 AM,12/24/2012 10:39:00 AM,2,"1300 S WEST TEMPLE ST
Salt lake City, Utah
(40.74151196300045, -111.8939739119997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012169795,2499-13,STOLEN VEHICLE,09/27/2012 11:26:00 AM,09/26/2012 08:10:00 PM,4,"800 E 1ST AVE
Salt lake City, Utah
(40.77054353000045, -111.86547984699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201288858,2499-13,STOLEN VEHICLE,05/27/2012 12:47:00 PM,05/27/2012 12:27:00 PM,1,"200 W 200 S
Salt lake City, Utah
(40.76503603500049, -111.89694621899969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012196012,2499-13,STOLEN VEHICLE,11/11/2012 12:03:00 AM,11/11/2012 12:03:00 AM,1,"900 W 800 S
Salt lake City, Utah
(40.75196064000045, -111.91694870199967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012208594,2499-13,STOLEN VEHICLE,12/05/2012 07:41:00 AM,12/05/2012 02:00:00 AM,4,"600 N STAR CREST DR
Salt lake City, Utah
(40.78258186400046, -111.94359530499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012124561,2499-14,STOLEN VEHICLE,07/20/2012 06:56:00 AM,07/20/2012 06:56:00 AM,6,"1000 S GLENDALE DR
Salt lake City, Utah
(40.74587366200046, -111.93551383199969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201242590,2499-14,STOLEN VEHICLE,03/14/2012 11:52:00 AM,03/14/2012 11:52:00 AM,4,"700 W 200 N
Salt lake City, Utah
(40.78457991300047, -111.89683472399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20121964,2499-17,STOLEN VEHICLE,01/04/2012 03:26:00 PM,01/04/2012 03:26:00 PM,4,"700 W JACKSON PARK PL
Salt lake City, Utah
(40.78078335800046, -111.91139114099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012126613,2499-13,STOLEN VEHICLE,07/23/2012 10:14:00 AM,07/22/2012 06:30:00 PM,1,"700 E 300 S
Salt lake City, Utah
(40.762811361000445, -111.8709490229997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012147219,2499-13,STOLEN VEHICLE,08/23/2012 05:35:00 AM,08/23/2012 01:00:00 AM,5,"600 S 900 W
Salt lake City, Utah
(40.75616126800048, -111.91687371299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012128112,2499-14,STOLEN VEHICLE,07/25/2012 09:53:00 AM,07/25/2012 09:53:00 AM,4,"700 E 4TH AVE
Salt lake City, Utah
(40.77392653400045, -111.8684496569997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012192165,2499-13,STOLEN VEHICLE,11/04/2012 10:04:00 AM,11/04/2012 10:00:00 AM,1,"1900 W SIR JAMES DR
Salt lake City, Utah
(40.783950663000496, -111.94533803999968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201277736,2499-13,STOLEN VEHICLE,05/09/2012 12:22:00 PM,05/08/2012 12:22:00 PM,3,"800 S MAIN ST
Salt lake City, Utah
(40.7518702160005, -111.8910829829997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012136318,2499-17,STOLEN VEHICLE,08/06/2012 06:36:00 PM,08/06/2012 06:36:00 PM,2,"300 W 300 S
Salt lake City, Utah
(40.762929088000476, -111.89981546199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012210377,2499-13,STOLEN VEHICLE,12/08/2012 09:57:00 AM,12/08/2012 09:57:00 AM,7,"100 N VIRGINIA ST
Salt lake City, Utah
(40.77199133100049, -111.8522014509997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201223255,2499-13,STOLEN VEHICLE,02/10/2012 07:57:00 AM,02/09/2012 07:45:00 PM,5,"700 E 8TH AVE
Salt lake City, Utah
(40.77844619300049, -111.86845031999968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012217083,2404-0,STOLEN VEHICLE,12/21/2012 04:58:00 PM,12/21/2012 04:58:00 PM,6,"2000 S FOOTHILL DR
Salt lake City, Utah
(40.72678080000048, -111.81553523499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012145055,2499-14,STOLEN VEHICLE,08/19/2012 10:18:00 PM,08/19/2012 10:18:00 PM,1,"1700 E HARRISON AVE
Salt lake City, Utah
(40.73951395000046, -111.84212552799971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201257969,2499-14,STOLEN VEHICLE,04/08/2012 03:08:00 PM,04/08/2012 03:08:00 PM,1,"INDIANA AVE / DELONG ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201286208,2499-17,STOLEN VEHICLE,05/23/2012 10:07:00 AM,05/23/2012 10:07:00 AM,4,"400 N REDWOOD RD
Salt lake City, Utah
(40.77823088400049, -111.93937004599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012215034,2499-14,STOLEN VEHICLE,12/17/2012 03:47:00 PM,12/17/2012 03:47:00 PM,2,"600 N STAR CREST DR
Salt lake City, Utah
(40.78258186400046, -111.94359530499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012131846,2499-14,STOLEN VEHICLE,07/30/2012 08:36:00 PM,07/30/2012 08:36:00 PM,2,"1400 W TALISMAN DR
Salt lake City, Utah
(40.787847642000486, -111.93117762499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012219588,2499-13,STOLEN VEHICLE,12/26/2012 01:30:00 AM,12/26/2012 01:30:00 AM,4,"2700 E PARLEYS WAY
Salt lake City, Utah
(40.71799530800047, -111.8132355249997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012159074,2499-14,STOLEN VEHICLE,09/10/2012 01:16:00 AM,09/10/2012 01:16:00 AM,2,"2300 S 900 E
Salt lake City, Utah
(40.72091969000047, -111.86542507699971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201290729,2499-13,STOLEN VEHICLE,05/30/2012 06:48:00 PM,05/30/2012 06:48:00 PM,4,"2200 S HIGHLAND DR
Salt lake City, Utah
(40.723005429000466, -111.85901107299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212754,2499-13,STOLEN VEHICLE,12/13/2012 08:41:00 AM,12/13/2012 08:41:00 AM,5,"1200 N REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201239592,2499-13,STOLEN VEHICLE,03/09/2012 09:08:00 AM,02/17/2012 09:08:00 AM,6,"400 S 300 W
Salt lake City, Utah
(40.760572141000466, -111.89972319799966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201246389,2499-16,STOLEN VEHICLE,03/20/2012 01:41:00 PM,03/20/2012 01:41:00 PM,3,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012207128,2499-17,STOLEN VEHICLE,12/02/2012 09:35:00 AM,12/02/2012 09:35:00 AM,1,"1200 E BRICKYARD RD
Salt lake City, Utah
(40.70252449700047, -111.85657752799972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012123050,2499-17,STOLEN VEHICLE,07/17/2012 11:05:00 PM,07/17/2012 11:05:00 PM,3,"200 S WEST TEMPLE ST
Salt lake City, Utah
(40.76492118400046, -111.89399427499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201234700,2499-17,STOLEN VEHICLE,02/29/2012 10:24:00 PM,02/29/2012 10:24:00 PM,4,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012127417,2499-13,STOLEN VEHICLE,07/24/2012 11:00:00 AM,07/24/2012 05:00:00 AM,3,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012141209,2499-14,STOLEN VEHICLE,08/14/2012 07:39:00 AM,08/14/2012 07:39:00 AM,3,"1400 W AMERICAN AVE
Salt lake City, Utah
(40.74832048100046, -111.93091592699972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012162343,2499-13,STOLEN VEHICLE,09/15/2012 07:27:00 AM,09/15/2012 07:27:00 AM,7,"1800 W MORTON DR
Salt lake City, Utah
(40.79867962800046, -111.9427937969997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201220936,2499-16,STOLEN VEHICLE,02/10/2012 06:23:00 PM,02/10/2012 06:23:00 PM,6,"1000 E 300 S
Salt lake City, Utah
(40.76281387600045, -111.8623302739997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201278158,2404-0,STOLEN VEHICLE,05/10/2012 03:53:00 PM,05/10/2012 03:53:00 PM,5,"2900 W 500 S
Salt lake City, Utah
(40.75845528400049, -111.96096155099968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012211457,2499-16,STOLEN VEHICLE,12/10/2012 01:26:00 PM,12/10/2012 01:26:00 PM,2,"1400 W 700 S
Salt lake City, Utah
(40.754135455000494, -111.93101027399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201259658,2499-13,STOLEN VEHICLE,04/11/2012 01:07:00 PM,04/11/2012 08:00:00 AM,4,"700 W PAXTON AVE
Salt lake City, Utah
(40.74356878800046, -111.91118731499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012130915,2499-13,STOLEN VEHICLE,07/29/2012 09:31:00 AM,07/29/2012 09:31:00 AM,1,"700 N RIVERSIDE DR
Salt lake City, Utah
(40.784529792000455, -111.93664074799972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012146785,2499-17,STOLEN VEHICLE,08/22/2012 02:00:00 PM,08/22/2012 02:00:00 PM,4,"300 W HOPE AVE
Salt lake City, Utah
(40.738918948000446, -111.89981512799972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012120768,2499-13,STOLEN VEHICLE,07/14/2012 01:54:00 PM,07/14/2012 02:30:00 AM,7,"3100 S MCCLELLAND ST
Salt lake City, Utah
(40.70268356000048, -111.86114145699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012182536,2499-14,STOLEN VEHICLE,10/18/2012 02:59:00 PM,10/18/2012 02:59:00 PM,5,"2200 E RAMONA AVE
Salt lake City, Utah
(40.72837160500046, -111.82728042699966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012169022,2499-17,STOLEN VEHICLE,09/26/2012 06:58:00 AM,09/25/2012 08:00:00 PM,3,"1600 W BRIAR ROSE PL
Salt lake City, Utah
(40.733841853000456, -111.9372453799997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012212896,2499-14,STOLEN VEHICLE,12/13/2012 12:28:00 PM,12/13/2012 12:28:00 PM,5,"1800 S REDWOOD RD
Salt lake City, Utah
(40.730932673000495, -111.93905845799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012485,2499-13,STOLEN VEHICLE,01/01/2012 08:27:00 PM,01/01/2012 08:27:00 PM,1,"200 W PIERPONT AVE
Salt lake City, Utah
(40.76388262400047, -111.92003862599967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190377,2499-14,STOLEN VEHICLE,11/01/2012 01:20:00 PM,11/01/2012 01:20:00 PM,5,"1600 W 700 N
Salt lake City, Utah
(40.784610312000495, -111.93710838799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012130313,2404-64,STOLEN VEHICLE,07/28/2012 12:21:00 PM,07/28/2012 12:21:00 PM,7,"300 W 2100 S
Salt lake City, Utah
(40.72544770000047, -111.89983724599966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012220354,2499-13,STOLEN VEHICLE,12/28/2012 08:40:00 PM,12/28/2012 08:40:00 PM,6,"200 N SUN ARBOR TE
Salt lake City, Utah
(40.773896083000466, -111.94366229199971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012164222,2499-13,STOLEN VEHICLE,09/18/2012 09:11:00 AM,09/18/2012 09:11:00 AM,3,"500 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012179439,2499-14,STOLEN VEHICLE,10/13/2012 07:36:00 AM,10/13/2012 07:36:00 AM,7,"200 S 1500 W
Salt lake City, Utah
(40.764863068000466, -111.93364394499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012215447,2499-13,STOLEN VEHICLE,12/18/2012 01:07:00 PM,12/18/2012 01:07:00 PM,3,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012208771,2499-16,STOLEN VEHICLE,12/05/2012 01:14:00 PM,12/05/2012 01:14:00 PM,4,"500 E 12TH AVE
Salt lake City, Utah
(40.78297542100046, -111.87441138499969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012216786,2499-13,STOLEN VEHICLE,12/21/2012 01:34:00 AM,12/21/2012 01:34:00 AM,6,"800 N MORTON DR
Salt lake City, Utah
(40.7867240810005, -111.94528046699969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012211340,2499-15,STOLEN VEHICLE,12/10/2012 08:48:00 AM,11/25/2012 12:00:00 PM,1,"700 S MAIN ST
Salt lake City, Utah
(40.75405295000047, -111.8911427859997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012206111,2499-14,STOLEN VEHICLE,11/30/2012 02:31:00 PM,11/30/2012 02:31:00 PM,6,"1800 W SIR JAMES WAY
Salt lake City, Utah
(40.783870107000496, -111.9421067239997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201283282,2499-13,STOLEN VEHICLE,05/18/2012 05:32:00 PM,05/18/2012 05:32:00 PM,6,"1900 S BERKELEY ST
Salt lake City, Utah
(40.72893046200045, -111.8274362469997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012211688,2499-13,STOLEN VEHICLE,12/10/2012 09:54:00 PM,12/10/2012 09:54:00 PM,2,"1400 S WEST TEMPLE ST
Salt lake City, Utah
(40.739161252000486, -111.89395514399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012180204,2499-13,STOLEN VEHICLE,10/14/2012 03:12:00 PM,10/14/2012 03:12:00 PM,1,"700 N WALL ST
Salt lake City, Utah
(40.78456284900045, -111.89620714299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012209127,2499-13,STOLEN VEHICLE,12/06/2012 08:28:00 AM,12/06/2012 02:00:00 AM,5,"700 N IRVING ST
Salt lake City, Utah
(40.78637040600046, -111.9377407719997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20125811,2499-14,STOLEN VEHICLE,01/11/2012 04:07:00 PM,01/11/2012 04:07:00 PM,4,"700 S MAIN ST
Salt lake City, Utah
(40.75405295000047, -111.8911427859997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012203087,2499-13,STOLEN VEHICLE,11/25/2012 01:37:00 AM,11/24/2012 10:30:00 PM,7,"1000 E 2100 S
Salt lake City, Utah
(40.72537602700049, -111.86237019699968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201214297,2499-13,STOLEN VEHICLE,01/25/2012 10:27:00 PM,01/25/2012 10:27:00 PM,4,"300 S 600 W
Salt lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012146230,2499-14,STOLEN VEHICLE,08/21/2012 04:19:00 PM,08/21/2012 04:19:00 PM,3,"300 N ADMIRAL BYRD RD
Salt lake City, Utah
(40.77433405200048, -112.02220439099972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201222952,2499-13,STOLEN VEHICLE,02/09/2012 04:35:00 PM,02/09/2012 04:35:00 PM,5,"800 S BLAIR ST
Salt lake City, Utah
(40.751883585000485, -111.88104412399969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012154293,2499-15,STOLEN VEHICLE,09/02/2012 04:16:00 PM,09/02/2012 04:16:00 PM,1,"2500 S BEVERLY ST
Salt lake City, Utah
(40.717210604000456, -111.85140716499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190425,2499-15,STOLEN VEHICLE,11/01/2012 02:49:00 PM,10/16/2012 12:00:00 PM,3,"400 S REDWOOD RD
Salt lake City, Utah
(40.76082113400048, -111.93907754299971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012172979,2499-13,STOLEN VEHICLE,10/02/2012 11:22:00 AM,09/21/2012 12:00:00 PM,6,"800 S STATE ST
Salt lake City, Utah
(40.75187029900047, -111.88826244599971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012192781,2499-13,STOLEN VEHICLE,11/05/2012 01:08:00 PM,11/05/2012 01:08:00 PM,2,"1400 N MIAMI RD
Salt lake City, Utah
(40.800109826000494, -111.94186662999971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012217713,2499-13,STOLEN VEHICLE,12/22/2012 09:12:00 PM,12/22/2012 01:00:00 PM,7,"100 W 200 N
Salt lake City, Utah
(40.7737484590005, -111.89425752499972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012115747,2499-17,STOLEN VEHICLE,07/06/2012 10:50:00 PM,07/06/2012 10:50:00 PM,6,"1000 N VALENTINE ST
Salt lake City, Utah
(40.791152672000464, -111.92617191999972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012173523,2499-14,STOLEN VEHICLE,10/03/2012 09:02:00 AM,10/03/2012 09:02:00 AM,4,"800 S JEFFERSON ST
Salt lake City, Utah
(40.75186274700047, -111.8953886489997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201256057,2499-13,STOLEN VEHICLE,04/05/2012 07:17:00 AM,04/05/2012 06:45:00 AM,5,"200 S FOSS ST
Salt lake City, Utah
(40.76487192500048, -111.9348839059997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012154465,2499-17,STOLEN VEHICLE,09/02/2012 10:14:00 PM,09/02/2012 10:14:00 PM,1,"1100 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85927032599972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012164322,2499-17,STOLEN VEHICLE,09/18/2012 12:34:00 PM,09/16/2012 12:34:00 PM,1,"200 E 2ND AVE
Salt lake City, Utah
(40.77168399800047, -111.88342724299969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012136768,2499-13,STOLEN VEHICLE,08/07/2012 02:34:00 PM,08/07/2012 02:34:00 PM,3,"600 N 800 W
Salt lake City, Utah
(40.78249111100047, -111.91394245299966)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012128227,2499-17,STOLEN VEHICLE,07/25/2012 12:36:00 PM,07/25/2012 01:30:00 AM,4,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201249067,2499-13,STOLEN VEHICLE,03/24/2012 04:56:00 PM,03/24/2012 09:00:00 AM,7,"200 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76932250600049, -111.8852477909997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012108095,2499-14,STOLEN VEHICLE,06/26/2012 10:38:00 AM,06/26/2012 10:38:00 AM,3,"800 N CORNELL ST
Salt lake City, Utah
(40.786656232000496, -111.9345451529997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20128888,2499-13,STOLEN VEHICLE,01/16/2012 07:07:00 AM,01/16/2012 07:00:00 AM,2,"1400 W 800 S
Salt lake City, Utah
(40.75230795600049, -111.9314308329997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012134092,2499-13,STOLEN VEHICLE,08/03/2012 07:19:00 AM,08/03/2012 07:19:00 AM,6,"1700 S 500 E
Salt lake City, Utah
(40.73343036500046, -111.87679283299968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012202661,2499-13,STOLEN VEHICLE,11/24/2012 08:51:00 AM,11/23/2012 05:00:00 PM,6,"800 W 700 S
Salt lake City, Utah
(40.75411728000046, -111.91418537299967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
